ID,pred
5530,1
6449,1
9899,1
10010,1
469,1
1687,1
1035,1
1865,1
9449,1
261,1
5934,1
8230,1
1464,1
2336,1
10360,1
8692,1
9395,1
4611,1
6254,1
6991,1
7713,1
10780,1
3695,1
2128,1
8395,1
6630,1
3687,1
10769,1
2490,1
1999,1
2355,1
1216,1
8394,1
9950,1
8627,1
1904,1
7360,1
3297,1
2753,1
4925,1
5335,1
4904,1
2705,1
9309,1
5157,1
4341,1
8234,1
5250,1
9175,1
4467,1
3249,1
3042,1
3421,1
6155,1
27,1
9202,1
9654,1
583,1
210,1
8778,1
3223,1
9454,1
3859,1
9325,1
5014,1
5902,1
10664,1
7075,1
3740,1
8836,1
7145,1
1977,1
7933,1
3279,1
4563,1
7104,1
8434,1
4003,1
8817,1
3121,1
9778,1
8341,1
5016,1
4392,1
1259,1
1359,1
7679,1
3186,1
186,1
21,1
2188,1
1174,1
9936,1
403,1
1809,1
4139,1
6929,1
9826,1
6934,1
715,1
4816,1
7174,1
8069,1
1008,1
3515,1
1946,1
6973,1
3158,1
6975,1
10405,1
7016,1
3040,1
6293,1
10697,1
9412,1
2312,1
7269,1
7490,1
9338,1
1995,1
5887,1
3535,1
1971,1
2450,1
748,1
4090,1
6981,1
4491,1
6613,1
4826,1
5571,1
9049,1
1080,1
10673,1
5879,1
5862,1
511,1
2453,1
10485,1
6816,1
3199,1
6637,1
265,1
7690,1
224,1
9002,1
8620,1
1133,1
5680,1
1949,1
5677,1
7501,1
6201,1
6859,1
7234,1
8351,1
8846,1
8339,1
8096,1
5544,1
7448,1
7515,1
6656,1
863,1
3514,1
4308,1
9680,1
9336,1
195,1
7734,1
8767,1
4163,1
3685,1
1744,1
496,1
9519,1
9573,1
9027,1
1417,1
5493,1
5612,1
2166,1
9793,1
6792,1
9143,1
6645,1
9123,1
8171,1
1256,1
2881,1
9769,1
8340,1
6682,1
3613,1
4961,1
7548,1
4507,1
1190,1
9227,1
8683,1
6208,1
548,1
4747,1
10585,1
969,1
9828,1
6088,1
2539,1
5485,1
4415,1
1286,1
8636,1
4259,1
800,1
2016,1
2288,1
5183,1
7851,1
10744,1
1434,1
7620,1
5248,1
3801,1
6906,1
2612,1
3864,1
8028,1
10137,1
4982,1
1260,1
9341,1
7454,1
9624,1
7206,1
9515,1
4834,1
1101,1
5524,1
5395,1
2297,1
8906,1
10946,1
6937,1
1868,1
837,1
3710,1
9082,1
1500,1
6291,1
5679,1
6340,1
8830,1
2146,1
8225,1
10717,1
8783,1
4394,1
3102,1
10126,1
1579,1
852,1
6014,1
8147,1
7570,1
6163,1
10068,1
825,1
3143,1
6898,1
8016,1
1702,1
2551,1
6087,1
6241,1
87,1
2102,1
1262,1
7065,1
624,1
1077,1
4241,1
8681,1
6636,1
10918,1
6696,1
3978,1
3684,1
7014,1
7409,1
6113,1
6063,1
9638,1
1953,1
4442,1
8202,1
10302,1
7285,1
6988,1
5351,1
9250,1
1064,1
5245,1
2071,1
7866,1
4993,1
7773,1
10163,1
505,1
7250,1
2874,1
1399,1
8000,1
4622,1
958,1
9109,1
1119,1
413,1
10073,1
5303,1
3730,1
4783,1
2381,1
7137,1
3865,1
5830,1
7717,1
7926,1
7528,1
8322,1
2701,1
5185,1
347,1
5683,1
10250,1
7638,1
8249,1
5809,1
230,1
7089,1
7182,1
2375,1
10524,1
2552,1
6094,1
1764,1
10445,1
674,1
10944,1
7772,1
8797,1
3477,1
6496,1
6707,1
5619,1
9623,1
9523,1
9684,1
5861,1
4350,1
5844,1
8695,1
1083,1
7558,1
9260,1
6957,1
565,1
6299,1
3919,1
9451,1
4336,1
3401,1
6531,1
459,1
321,1
10364,1
3976,1
528,1
1010,1
9401,1
2014,1
8089,1
5173,1
10706,1
6610,1
1467,1
5292,1
280,1
4367,1
7080,1
3705,1
7354,1
3768,1
1673,1
10897,1
1165,1
8113,1
6992,1
7910,1
10645,1
8649,1
2521,1
5448,1
4278,1
2063,1
9023,1
8327,1
1668,1
3198,1
5102,1
9300,1
2749,1
8274,1
10700,1
6268,1
9124,1
2190,1
9971,1
10861,1
546,1
4137,1
10558,1
3364,1
5025,1
4742,1
6434,1
7714,1
3348,1
8360,1
3882,1
9224,1
8809,1
3546,1
1562,1
5314,1
2738,1
6628,1
9457,1
5325,1
6048,1
9964,1
5566,1
4167,1
6263,1
10093,1
10266,1
7846,1
10147,1
10356,1
10245,1
7053,1
1922,1
643,1
2408,1
6304,1
1134,1
6357,1
1249,1
3844,1
10023,1
9287,1
3508,1
1775,1
10661,1
9262,1
4496,1
10521,1
7576,1
2338,1
4558,1
2169,1
6879,1
2561,1
1747,1
3517,1
8568,1
9241,1
3744,1
6543,1
1091,1
4446,1
7727,1
9429,1
10520,1
8956,1
5066,1
9106,1
6067,1
8407,1
5371,1
10795,1
1100,1
5036,1
5479,1
7996,1
3664,1
478,1
5718,1
6213,1
1098,1
6221,1
5447,1
562,1
5805,1
1439,1
8102,1
7791,1
8076,1
1778,1
1102,1
89,1
43,1
2654,1
5048,1
10070,1
3203,1
2257,1
4586,1
8393,1
5807,1
9752,1
239,1
5821,1
8637,1
5372,1
6684,1
1857,1
3170,1
8088,1
1007,1
10324,1
4000,1
672,1
9288,1
3988,1
9581,1
1043,1
9799,1
173,1
4339,1
6799,1
1568,1
9235,1
2178,1
6778,1
383,1
6649,1
6471,1
1442,1
2460,1
10145,1
5540,1
3726,1
406,1
8231,1
7984,1
1115,1
5246,1
10566,1
3900,1
8383,1
7132,1
333,1
7473,1
4945,1
10714,1
10759,1
7474,1
1290,1
8845,1
6137,1
1749,1
7888,1
10448,1
3531,1
903,1
6211,1
10613,1
5713,1
8262,1
3069,1
2787,1
8539,1
4735,1
1141,1
7219,1
7148,1
4843,1
931,1
10627,1
3187,1
9561,1
4103,1
5202,1
3925,1
7994,1
10703,1
5541,1
3524,1
4468,1
158,1
10517,1
10634,1
7533,1
2499,1
8270,1
10176,1
6104,1
3896,1
2019,1
10636,1
10254,1
7033,1
6755,1
8362,1
1229,1
551,1
3516,1
10337,1
6456,1
8430,1
8733,1
8570,1
7253,1
3189,1
3805,1
2695,1
9145,1
3084,1
8159,1
3850,1
1017,1
2240,1
1714,1
8640,1
5646,1
177,1
7470,1
6385,1
3591,1
5027,1
8561,1
4370,1
7937,1
1509,1
4458,1
3574,1
6780,1
3700,1
951,1
10425,1
6823,1
6069,1
7032,1
695,1
10586,1
7660,1
432,1
9479,1
5338,1
2428,1
5936,1
3961,1
5280,1
4266,1
4151,1
97,1
8461,1
6629,1
10502,1
2788,1
10746,1
8433,1
1980,1
4211,1
6884,1
7898,1
7815,1
3468,1
10374,1
3973,1
8436,1
10101,1
5609,1
389,1
8607,1
2491,1
3443,1
7859,1
10815,1
6736,1
6530,1
9999,1
378,1
7251,1
2876,1
468,1
1632,1
1890,1
10022,1
4627,1
3083,1
8787,1
8048,1
7543,1
2722,1
8901,1
6235,1
1662,1
10984,1
240,1
8545,1
1330,1
6673,1
2850,1
3379,1
10814,1
9734,1
7010,1
8027,1
594,1
9299,1
2872,1
7841,1
9164,1
4478,1
3606,1
9100,1
5495,1
9371,1
10995,1
1699,1
446,1
5209,1
5811,1
6875,1
10577,1
5302,1
9282,1
1820,1
3016,1
4205,1
8204,1
243,1
7858,1
3789,1
190,1
10097,1
2376,1
10830,1
666,1
1564,1
8409,1
7951,1
3830,1
7103,1
4908,1
4584,1
6468,1
7238,1
10079,1
4462,1
9026,1
10407,1
9780,1
5681,1
926,1
2259,1
6021,1
10280,1
5094,1
7991,1
5422,1
6855,1
5231,1
6144,1
5639,1
3696,1
9383,1
9203,1
7666,1
6171,1
400,1
8079,1
3350,1
154,1
9339,1
2653,1
927,1
9422,1
3471,1
10499,1
7736,1
1698,1
9323,1
10440,1
922,1
2780,1
2111,1
6461,1
1163,1
3340,1
2829,1
10879,1
4538,1
5596,1
2621,1
2223,1
5614,1
1316,1
5663,1
3776,1
6315,1
5497,1
1376,1
2883,1
4260,1
1772,1
10860,1
1858,1
1834,1
5323,1
1380,1
10775,1
2956,1
99,1
6162,1
2528,1
8776,1
5181,1
8924,1
6598,1
8785,1
10149,1
10488,1
10075,1
3639,1
7265,1
6112,1
6023,1
6761,1
6216,1
7282,1
7782,1
3829,1
4376,1
8258,1
9557,1
5201,1
2256,1
793,1
9152,1
8263,1
7560,1
1222,1
6458,1
9431,1
4963,1
9166,1
4575,1
6352,1
8485,1
2957,1
9149,1
9536,1
10255,1
2863,1
8207,1
1682,1
5662,1
3105,1
8464,1
786,1
10444,1
2888,1
9118,1
7489,1
3637,1
5029,1
5554,1
7159,1
9521,1
5337,1
4603,1
935,1
7001,1
5729,1
7208,1
5341,1
6091,1
7995,1
10410,1
7719,1
3156,1
3526,1
8199,1
1905,1
6767,1
10080,1
1755,1
6734,1
1765,1
7507,1
784,1
581,1
5847,1
1365,1
9298,1
8463,1
5597,1
3871,1
8378,1
2603,1
6301,1
6759,1
5469,1
8504,1
9085,1
7264,1
751,1
5558,1
4668,1
3822,1
4483,1
3505,1
9880,1
3901,1
5983,1
8927,1
8958,1
1225,1
3802,1
9074,1
5481,1
3681,1
9921,1
3139,1
2013,1
2720,1
16,1
4842,1
5137,1
4179,1
6207,1
2951,1
7347,1
8577,1
4942,1
5743,1
9940,1
10040,1
652,1
1248,1
713,1
6396,1
10828,1
1811,1
6073,1
1078,1
7414,1
6180,1
9613,1
1016,1
8311,1
3878,1
303,1
747,1
3910,1
2292,1
3924,1
3819,1
4091,1
1431,1
8421,1
3513,1
6215,1
7177,1
6116,1
9256,1
9604,1
7262,1
10339,1
7696,1
1722,1
7445,1
4571,1
8622,1
5387,1
3977,1
9101,1
4637,1
9104,1
4145,1
2505,1
4775,1
9099,1
6587,1
10367,1
6843,1
6739,1
4901,1
3868,1
4636,1
9063,1
8972,1
7627,1
9783,1
5576,1
6105,1
10285,1
2752,1
2989,1
9527,1
5402,1
2180,1
8269,1
8693,1
10449,1
10433,1
3662,1
31,1
1614,1
2094,1
3392,1
8867,1
9135,1
2841,1
5852,1
5018,1
370,1
8754,1
5970,1
7738,1
3818,1
5125,1
4026,1
3578,1
2134,1
2522,1
3245,1
2090,1
6379,1
5376,1
3465,1
2002,1
8965,1
9212,1
9833,1
10722,1
7742,1
4364,1
9467,1
3432,1
7220,1
2515,1
6625,1
8390,1
2172,1
2636,1
731,1
7513,1
9717,1
6856,1
4427,1
9701,1
8059,1
8882,1
480,1
3938,1
3772,1
6885,1
3608,1
2870,1
7306,1
2673,1
8255,1
4514,1
386,1
4438,1
9841,1
6160,1
3940,1
6757,1
4109,1
9935,1
4466,1
906,1
6174,1
6716,1
939,1
9070,1
10414,1
10317,1
2643,1
3263,1
6131,1
4274,1
3116,1
6919,1
9980,1
5859,1
728,1
9759,1
6900,1
82,1
8308,1
7983,1
9331,1
8701,1
7361,1
8279,1
8708,1
5004,1
3954,1
2456,1
8168,1
1398,1
1851,1
4431,1
3104,1
9218,1
4818,1
9608,1
5107,1
3596,1
10260,1
834,1
402,1
8779,1
9189,1
9255,1
8813,1
392,1
10525,1
10199,1
2557,1
1181,1
1670,1
10426,1
9813,1
5584,1
325,1
10602,1
10172,1
8056,1
10055,1
9791,1
3403,1
8702,1
64,1
6617,1
7804,1
6140,1
1965,1
10115,1
3059,1
4297,1
9737,1
1429,1
6866,1
4429,1
9352,1
7141,1
4701,1
3709,1
1308,1
4015,1
10581,1
10474,1
5207,1
3559,1
5722,1
3649,1
8184,1
1526,1
6406,1
7020,1
1697,1
2303,1
9130,1
9611,1
5966,1
2979,1
6623,1
2413,1
5317,1
47,1
723,1
1068,1
4021,1
3540,1
4333,1
3141,1
1985,1
8955,1
8382,1
7178,1
4471,1
10397,1
2567,1
4323,1
10696,1
3777,1
9798,1
2862,1
5252,1
7768,1
5230,1
9134,1
8877,1
6153,1
10072,1
538,1
5690,1
7249,1
5435,1
5545,1
1475,1
1664,1
1006,1
2044,1
2,1
6715,1
3782,1
10,1
4773,1
3982,1
1956,1
8616,1
8355,1
3360,1
3923,1
6482,1
3714,1
10522,1
3052,1
3450,1
1063,1
3285,1
10720,1
1009,1
1465,1
4337,1
7654,1
10159,1
1760,1
3173,1
1817,1
5142,1
8116,1
6487,1
8540,1
8278,1
3851,1
5739,1
95,1
6804,1
2583,1
1743,1
7672,1
3545,1
10644,1
6969,1
2858,1
7498,1
2374,1
9763,1
7057,1
758,1
8240,1
10949,1
3697,1
1685,1
9180,1
4741,1
10372,1
5912,1
7667,1
6627,1
4116,1
3861,1
5737,1
2306,1
4231,1
6135,1
1123,1
7135,1
5474,1
9767,1
9125,1
6261,1
6931,1
6520,1
7810,1
1383,1
5836,1
3986,1
10278,1
1473,1
7941,1
9375,1
2789,1
4041,1
3920,1
2229,1
1885,1
7557,1
552,1
2196,1
156,1
1903,1
7477,1
2965,1
7186,1
10695,1
8520,1
2751,1
297,1
7953,1
3753,1
7237,1
6360,1
4216,1
5358,1
10530,1
462,1
995,1
10358,1
8933,1
6535,1
9843,1
5253,1
567,1
8483,1
8019,1
10674,1
9834,1
10494,1
610,1
439,1
2393,1
4414,1
1578,1
9903,1
302,1
2322,1
10160,1
8744,1
7241,1
2684,1
5193,1
155,1
5947,1
9917,1
10764,1
9140,1
4153,1
5083,1
2596,1
2600,1
2746,1
818,1
9993,1
3991,1
5960,1
4115,1
3238,1
7968,1
7591,1
4830,1
2495,1
1691,1
2811,1
3992,1
1121,1
10362,1
2474,1
8101,1
5742,1
8536,1
8775,1
4618,1
2958,1
8583,1
6187,1
1659,1
232,1
4132,1
3541,1
5432,1
3029,1
5089,1
3219,1
7160,1
9313,1
9755,1
6249,1
10623,1
2407,1
10389,1
422,1
10832,1
10246,1
2523,1
3107,1
5127,1
6592,1
8473,1
2889,1
6725,1
9208,1
3522,1
9509,1
716,1
8968,1
7797,1
8190,1
9043,1
4033,1
381,1
9922,1
4572,1
5849,1
1877,1
7538,1
7730,1
2021,1
3791,1
2171,1
6555,1
9962,1
5628,1
3914,1
2445,1
8973,1
757,1
908,1
7907,1
8745,1
4839,1
10064,1
10902,1
10999,1
4905,1
1000,1
2289,1
10095,1
1039,1
3402,1
4523,1
4784,1
7726,1
10523,1
1954,1
3690,1
3719,1
2750,1
7697,1
8989,1
3221,1
10368,1
8892,1
6337,1
329,1
2278,1
7018,1
7446,1
6698,1
5108,1
3006,1
613,1
9156,1
237,1
203,1
453,1
2544,1
4250,1
6904,1
645,1
10400,1
8092,1
3520,1
9770,1
8374,1
6138,1
2759,1
10913,1
5782,1
706,1
7272,1
10269,1
6353,1
3094,1
5551,1
4251,1
9028,1
4923,1
7376,1
5703,1
5381,1
5212,1
116,1
10652,1
1936,1
4479,1
5839,1
4271,1
8050,1
41,1
8020,1
9006,1
3294,1
7235,1
9678,1
7974,1
5650,1
7767,1
769,1
1421,1
7318,1
8402,1
3966,1
316,1
8576,1
1602,1
9689,1
3543,1
591,1
5011,1
4317,1
2320,1
8655,1
5333,1
10678,1
9322,1
990,1
3939,1
10662,1
2476,1
10019,1
9204,1
10432,1
3542,1
1310,1
3005,1
3980,1
2796,1
7274,1
3931,1
9925,1
8271,1
1898,1
1025,1
8721,1
6464,1
9283,1
1726,1
495,1
1145,1
7614,1
3732,1
4617,1
426,1
5243,1
2008,1
10641,1
8189,1
1451,1
2576,1
3351,1
9092,1
8664,1
146,1
340,1
9291,1
10387,1
2017,1
9706,1
1727,1
4732,1
9758,1
9091,1
6672,1
10384,1
6693,1
1974,1
10743,1
5010,1
8559,1
8493,1
8705,1
9674,1
2779,1
1264,1
6568,1
4529,1
3275,1
9951,1
4276,1
1197,1
9108,1
5118,1
10378,1
5636,1
9154,1
10961,1
2648,1
10289,1
1230,1
10471,1
4862,1
584,1
1805,1
914,1
8215,1
5938,1
2357,1
1709,1
2050,1
7583,1
2837,1
7754,1
4351,1
5795,1
2273,1
4605,1
1533,1
3964,1
4917,1
488,1
1649,1
4837,1
7000,1
5444,1
5617,1
10680,1
9695,1
8468,1
9977,1
1989,1
1079,1
8066,1
6462,1
6117,1
4012,1
9506,1
1139,1
1195,1
1619,1
1060,1
8002,1
9817,1
8757,1
9307,1
15,1
9585,1
3208,1
10691,1
2065,1
7786,1
1646,1
5749,1
7301,1
10852,1
4929,1
7801,1
6401,1
7981,1
8603,1
5403,1
8111,1
9311,1
707,1
630,1
6022,1
10292,1
9400,1
9953,1
1947,1
4255,1
10868,1
10417,1
740,1
4489,1
10596,1
8567,1
10777,1
2986,1
3339,1
1735,1
4247,1
4876,1
9394,1
10066,1
3625,1
9715,1
10693,1
6586,1
5908,1
3310,1
5758,1
5446,1
4997,1
10748,1
9804,1
10161,1
1020,1
6646,1
8995,1
3616,1
4746,1
5574,1
9973,1
6833,1
3583,1
3554,1
2097,1
625,1
2988,1
3742,1
10371,1
10297,1
8982,1
789,1
2221,1
3539,1
3377,1
5984,1
1364,1
5931,1
2079,1
10283,1
8226,1
2995,1
4787,1
10307,1
6545,1
8508,1
4025,1
608,1
5898,1
7931,1
8609,1
6880,1
10779,1
9960,1
8114,1
6172,1
4182,1
6731,1
8123,1
10380,1
9499,1
1173,1
7536,1
6678,1
2527,1
4541,1
4283,1
9948,1
9532,1
4914,1
1202,1
10916,1
5227,1
226,1
9066,1
5552,1
6980,1
9975,1
9697,1
6147,1
5905,1
5440,1
6933,1
263,1
8509,1
7809,1
10123,1
2709,1
4754,1
7853,1
5439,1
10089,1
2231,1
9583,1
3370,1
9035,1
10600,1
10698,1
7998,1
8024,1
848,1
2424,1
7993,1
9473,1
2163,1
9147,1
1164,1
65,1
9800,1
3551,1
4310,1
1192,1
7100,1
1166,1
8082,1
465,1
9645,1
4980,1
4677,1
3821,1
5170,1
9775,1
3261,1
8963,1
8049,1
8467,1
4059,1
5918,1
10660,1
1334,1
4396,1
1881,1
10957,1
9502,1
1717,1
5561,1
709,1
9150,1
3282,1
8602,1
4196,1
1522,1
3447,1
1783,1
9878,1
1770,1
3232,1
3459,1
2894,1
1582,1
3008,1
2290,1
8589,1
8307,1
3378,1
4114,1
5801,1
10663,1
1976,1
7197,1
804,1
4854,1
8755,1
435,1
4230,1
5620,1
5560,1
2216,1
6597,1
8591,1
10162,1
6272,1
1331,1
2860,1
1676,1
1088,1
7700,1
7406,1
3985,1
77,1
1304,1
1501,1
5622,1
10420,1
5135,1
1159,1
8937,1
5355,1
5963,1
6463,1
7549,1
2032,1
5687,1
5649,1
2055,1
726,1
3349,1
2545,1
3780,1
756,1
9846,1
5691,1
10239,1
5733,1
8272,1
2827,1
10173,1
6108,1
6065,1
8812,1
8280,1
8866,1
3231,1
5600,1
9453,1
6460,1
5629,1
5591,1
8919,1
2624,1
4642,1
7956,1
2548,1
8127,1
7225,1
5514,1
3499,1
878,1
3941,1
10241,1
3979,1
6735,1
10813,1
7444,1
2799,1
6346,1
5126,1
5772,1
6064,1
781,1
3552,1
5776,1
9081,1
2518,1
7752,1
3747,1
3713,1
8574,1
4652,1
3100,1
7031,1
2494,1
272,1
519,1
6085,1
1555,1
2710,1
1391,1
7310,1
3317,1
2075,1
1277,1
8678,1
3803,1
3677,1
3512,1
7803,1
5211,1
3994,1
10185,1
1998,1
2625,1
1246,1
9294,1
3945,1
7126,1
5689,1
1474,1
90,1
5165,1
1053,1
3704,1
830,1
4551,1
7386,1
20,1
7593,1
9545,1
6273,1
8978,1
2857,1
10845,1
4828,1
6446,1
6246,1
3600,1
8699,1
2115,1
2558,1
8119,1
8880,1
10300,1
4556,1
4398,1
9705,1
6030,1
3434,1
1763,1
4273,1
6250,1
7134,1
1489,1
7403,1
3946,1
5359,1
7395,1
9560,1
9531,1
9553,1
3086,1
9679,1
10742,1
6796,1
2680,1
8614,1
7380,1
537,1
8205,1
2905,1
3845,1
1168,1
9655,1
5158,1
2848,1
4646,1
4038,1
5392,1
2207,1
7864,1
5557,1
2784,1
5810,1
10053,1
7111,1
9643,1
5336,1
5457,1
10091,1
4232,1
7323,1
6452,1
2685,1
193,1
10529,1
5006,1
9317,1
5766,1
8794,1
1742,1
7640,1
5815,1
6000,1
4719,1
2769,1
8243,1
8228,1
7703,1
6181,1
4781,1
2034,1
2364,1
8923,1
669,1
5860,1
7684,1
8949,1
1723,1
3618,1
871,1
3065,1
10964,1
8211,1
5740,1
8663,1
4509,1
952,1
84,1
4100,1
5725,1
1251,1
8453,1
3549,1
8855,1
10658,1
6307,1
10907,1
4776,1
8942,1
3132,1
5065,1
5547,1
628,1
8780,1
4675,1
9858,1
5731,1
6086,1
9952,1
1573,1
9344,1
8039,1
10977,1
9562,1
10001,1
9835,1
7534,1
8246,1
3323,1
1469,1
1321,1
4639,1
9065,1
6517,1
8154,1
1893,1
8971,1
5971,1
163,1
6010,1
3766,1
5092,1
4865,1
299,1
1407,1
2674,1
3995,1
6016,1
8177,1
2595,1
9252,1
7336,1
8134,1
8157,1
10709,1
4971,1
5008,1
2865,1
1924,1
4751,1
9815,1
1497,1
6849,1
6267,1
4440,1
2153,1
219,1
10798,1
10537,1
8915,1
8747,1
1443,1
7340,1
3237,1
6557,1
1695,1
9045,1
8890,1
1483,1
8359,1
6620,1
110,1
532,1
3027,1
10422,1
2859,1
7333,1
9054,1
5707,1
10043,1
267,1
7585,1
7309,1
862,1
8037,1
300,1
1343,1
6542,1
3355,1
3902,1
3226,1
10004,1
6648,1
7497,1
2835,1
587,1
4048,1
3781,1
6998,1
1642,1
7275,1
5454,1
2617,1
8139,1
2108,1
554,1
1150,1
10401,1
2613,1
1622,1
4900,1
10063,1
6260,1
4543,1
8259,1
1786,1
10849,1
1908,1
6358,1
5345,1
433,1
10883,1
2135,1
1076,1
4700,1
9097,1
5186,1
1386,1
641,1
9093,1
5470,1
10338,1
4717,1
1116,1
9692,1
7047,1
5664,1
3692,1
690,1
10945,1
9776,1
6753,1
9474,1
5500,1
9157,1
9898,1
10191,1
4933,1
3142,1
3227,1
7154,1
2482,1
4078,1
10829,1
10959,1
4851,1
4120,1
5200,1
1536,1
289,1
6075,1
10508,1
3838,1
4885,1
4655,1
5605,1
8524,1
10553,1
10974,1
10785,1
2330,1
362,1
1967,1
6040,1
1477,1
9987,1
1238,1
9301,1
5719,1
282,1
2247,1
3345,1
6514,1
6240,1
4621,1
10287,1
1553,1
8844,1
4183,1
6878,1
6995,1
4608,1
7038,1
4074,1
5697,1
10853,1
9731,1
8710,1
5304,1
1978,1
8276,1
1382,1
851,1
5451,1
3495,1
1587,1
4201,1
4736,1
7973,1
7268,1
10442,1
2177,1
3070,1
6450,1
5981,1
8364,1
2304,1
1040,1
3467,1
3089,1
10212,1
2853,1
102,1
1297,1
245,1
10347,1
2161,1
9913,1
5375,1
10194,1
5026,1
2509,1
1657,1
10037,1
1014,1
4460,1
8143,1
5537,1
4381,1
9512,1
7094,1
4844,1
1667,1
5760,1
10264,1
8105,1
4353,1
7423,1
4752,1
8849,1
23,1
8498,1
3783,1
6362,1
10875,1
4978,1
7948,1
1972,1
2682,1
9349,1
1860,1
1314,1
6025,1
4530,1
7392,1
9271,1
1966,1
1054,1
1848,1
9888,1
687,1
7778,1
4938,1
5197,1
2057,1
7985,1
8283,1
3779,1
6798,1
10469,1
2959,1
979,1
7677,1
10976,1
10500,1
3614,1
9956,1
7784,1
178,1
4071,1
2818,1
9308,1
10118,1
5974,1
2113,1
9319,1
7893,1
2896,1
1917,1
983,1
10418,1
4871,1
5287,1
9547,1
5952,1
869,1
1055,1
5848,1
4240,1
846,1
9618,1
3891,1
10135,1
8684,1
1729,1
10130,1
1715,1
6679,1
10409,1
5164,1
10441,1
3767,1
4170,1
5521,1
10921,1
9648,1
2633,1
4393,1
7295,1
5055,1
10578,1
5869,1
10483,1
5128,1
3287,1
10496,1
1237,1
1011,1
6256,1
3650,1
5168,1
10183,1
9413,1
9435,1
5672,1
8752,1
2821,1
45,1
9261,1
207,1
5318,1
3795,1
4419,1
6654,1
1453,1
5736,1
6618,1
6173,1
7381,1
6199,1
8542,1
7384,1
3675,1
25,1
10538,1
8443,1
4777,1
10531,1
2915,1
7711,1
3834,1
1266,1
4508,1
4850,1
6122,1
9182,1
164,1
8045,1
7704,1
6371,1
5438,1
2329,1
4979,1
225,1
7691,1
10922,1
10076,1
3738,1
8198,1
206,1
1414,1
3211,1
8998,1
682,1
7486,1
3833,1
6895,1
2844,1
10721,1
6176,1
6100,1
2819,1
10607,1
9398,1
5266,1
5329,1
1810,1
1153,1
382,1
2112,1
4707,1
5166,1
2656,1
4292,1
6936,1
9348,1
7735,1
7239,1
10455,1
4526,1
978,1
1558,1
4127,1
4295,1
7012,1
1188,1
9217,1
9276,1
9402,1
3397,1
1942,1
5326,1
640,1
4101,1
10030,1
6507,1
7119,1
8891,1
3947,1
4202,1
7393,1
4195,1
