ID,price
743,12409.22
744,15639.44
746,27969.96
752,14746.42
753,51170.83
760,25635.6
762,13212.13
765,29540.82
775,24060.25
780,13478.06
782,21394.86
786,18436.04
798,25195.3
805,14660.33
807,27065.06
809,12152.606666666665
811,21016.07
812,19783.6
814,20211.55
815,41580.06
816,17466.33
818,20488.31
828,19829.22
831,22339.45
832,14381.81
833,32718.23
835,14211.77
843,23622.44
848,18701.13
853,19759.77
855,22097.21
860,15651.59
864,46341.16
866,15919.57
868,20140.57
869,22603.58
873,28528.59
877,22277.82
878,22853.45
886,19999.14
888,25624.36
889,18632.57
890,32912.03
896,20260.82
905,18931.44
908,21270.97
914,15760.52
915,11916.12
917,12049.18
920,19612.35
928,21084.36
930,33162.3
935,8960.78
937,14166.22
944,16008.48
947,36896.07
948,21498.06
952,13904.88
969,54596.31
971,26399.83
972,32070.57
979,28283.99
991,20707.03
992,23701.4
999,18591.66
1000,18916.33
1001,18660.03
1003,18544.1
1018,13370.95
1022,44024.3
1025,16514.07
1031,21048.48
1032,15265.01
1033,46455.54
1046,18647.21
1048,27187.08
1052,16910.93
1053,16186.61
1057,14634.52
1058,18925.7
1059,27395.76
1067,20368.94
1068,28024.79
1069,20138.71
1076,20757.68
1082,28095.62
1088,31185.47
1092,20404.23
1093,30269.23
1096,14841.22
1106,26449.05
1110,16304.12
1112,21125.42
1116,32291.39
1118,46611.45
1119,18513.9
1133,29225.14
1136,16975.81
1150,16770.6
1157,17635.25
1164,20006.93
1166,24863.36
1174,20460.22
1180,20207.78
1181,22223.17
1182,12713.11
1184,18012.62
1187,21685.37
1188,17709.14
1191,21609.49
1192,56477.21
1194,35512.49
1199,38367.11
1200,21671.02
1203,44490.26
1205,23892.93
1207,22776.8
1209,16598.72
1210,21100.55
1212,19129.63
1214,24065.12
1222,55978.47
1223,28720.05
1226,28900.6
1229,17501.83
1239,31578.07
1243,16050.81
1244,25591.22
1252,20402.52
1254,25048.57
1257,17010.42
1258,16314.52
1259,25857.02
1274,26504.53
1275,19046.84
1276,46220.1
1280,33084.2
1285,61309.43
1286,18655.66
1290,20264.54
1294,21055.3
1306,19108.09
1311,17008.96
1314,22269.31
1318,12510.16
1319,16502.59
1320,23556.98
1323,20098.79
1327,37537.39
1337,16217.56
1339,36149.82
1340,27630.58
1341,20241.38
1343,18945.88
1346,23277.58
1348,53151.25
1349,20691.94
1353,19741.8
1354,27774.24
1359,18845.33
1363,26814.91
1367,15047.66
1368,11189.8
1369,21323.5
1372,46522.81
1376,16293.08
1378,22131.4
1389,11690.24
1391,18755.35
1397,14791.34
1400,25849.82
1402,18047.98
1405,26913.58
1411,14332.53
1425,27098.33
1430,26980.17
1439,41943.48
1440,25611.556666666664
1442,18876.16
1445,22098.25
1449,16006.8
1455,19953.2
1460,24333.78
1464,26684.09
1469,36394.96
1471,36938.12
1472,24822.36
1474,15672.4
1478,15200.95
1479,21786.11
1481,19850.61
1485,16746.47
1486,19911.95
1487,25482.59
1489,16835.56
1491,21103.72
1492,31469.49
1493,16154.72
1496,24010.3
1500,22820.45
1514,17067.28
1517,22350.9
1527,23018.76
1529,21397.07
1530,18613.39
1531,13942.96
1538,21053.3
1547,36572.39
1551,17333.42
1553,12214.08
1567,20015.88666666667
1568,14138.19
1575,18504.85
1580,14006.68
1582,16032.93
1585,29069.63
1588,23200.97
1590,15700.65
1591,19173.97
1593,13026.47
1594,16522.38
1605,22394.013333333336
1607,14986.15
1609,17590.76
1611,13250.29
1612,10516.14
1617,17353.38
1618,11756.97
1623,22723.73
1629,27410.29
1632,22194.56
1639,11423.37
1640,28789.38
1643,13558.16
1645,18046.64
1656,22542.55
1659,28933.48
1663,21169.26
1667,17082.84
1677,21049.1
1679,38110.56
1688,32973.25
1693,18430.83
1694,43998.25
1695,21890.74
1696,37952.55
1698,18686.0
1699,18507.39
1704,19919.85
1706,21585.81
1713,24479.38
1722,32576.93
1726,25368.754467596238
1733,26126.81
1741,20117.12
1744,49338.6
1754,15153.32
1763,10891.25
1767,19222.6
1769,15235.54
1775,16230.21
1778,20163.79
1779,16533.45
1780,18890.88
1781,29822.04
1786,14074.48
1795,16682.88
1798,19311.02
1799,37073.25
1801,20268.196666666667
1803,14270.51
1805,21734.87
1808,14998.54
1811,11756.15
1816,16110.33
1824,19512.34
1834,16330.59
1838,20609.78
1841,20028.64
1843,22845.78
1844,16883.96
1846,28173.83
1863,33736.36
1864,15544.63
1867,18514.48
1870,20096.24
1871,17503.6
1872,18053.52
1876,19871.9
1880,18444.21
1887,18521.22
1888,18469.28
1895,24543.01
1901,21555.32
1908,31446.42
1920,17337.73
1923,40023.45
1934,10224.05
1940,29876.23
1943,44288.92
1948,23243.57
1952,18209.11
1957,21359.023333333334
1965,19495.54
1968,19348.62
1969,18399.14
1976,25471.87
1979,23243.9
1980,97874.98
1982,24382.86
1983,28814.15
1996,30172.83
1997,28696.7
2002,27976.39
2003,18245.8
2013,29030.28
2020,21794.53
2026,22358.89
2033,44530.04
2035,22038.27
2044,17863.21
2047,26693.79
2055,32176.97
2058,20072.45
2059,39316.04
2062,39986.66
2071,15604.75
2074,20411.42
2077,20475.58
2085,38377.13
2086,33472.26
2091,19308.51
2092,62606.03
2100,15908.14
2109,23503.93
2110,20408.46
2111,19766.19
2121,9460.64
2125,21738.31
2129,30212.7
2137,22575.24
2148,21117.37
2152,21399.82
2153,20281.65
2154,20011.75
2160,22442.023333333334
2163,20837.66
2170,47030.01
2171,20626.48
2172,28981.76
2173,14945.56
2177,40374.09
2178,11321.58
2180,35266.62
2184,16937.08
2189,18631.16
2191,20832.96
2199,11712.13
2203,21542.33
2211,17073.29
2214,25799.13
2219,21416.163333333334
2222,26945.64
2224,12701.97
2225,18301.86
2238,23228.14
2240,51840.12
2244,18451.44
2250,17307.08
2251,28813.55
2258,24655.14
2259,20239.19
2260,27273.18
2267,18312.18
2269,10302.76
2276,26960.18
2278,46356.3
2280,36882.12
2281,26000.18
2283,26888.96
2288,18279.99
2291,44312.34
2297,19530.54
2299,16608.01
2301,14128.06
2302,15882.78
2306,20643.02
2310,18056.39
2317,26367.64
2322,14806.84
2323,19226.81
2324,40932.23
2329,39101.14
2337,19611.44
2357,18704.71
2368,15828.48
2371,16247.13
2380,18965.44
2381,16309.72
2383,19847.5
2384,19286.22
2386,16847.65
2395,19011.03
2396,19951.9
2409,23527.44
2412,18591.66
2424,18178.3
2428,29627.534902597406
2431,29857.87
2433,39541.18
2436,18332.17
2439,23680.25
2446,28373.02
2449,30260.52
2454,16347.95
2460,27359.19
2464,33380.5
2466,35516.74
2467,52538.31
2468,32052.42
2476,18861.47
2484,25119.32
2485,17942.0
2486,49091.14
2493,28903.96
2494,27221.41
2496,16480.79
2499,53553.24
2502,29652.97
2503,31729.87
2504,24546.23
2507,19636.35
2508,16516.15
2509,17719.94
2511,12297.41
2516,20919.84
2518,49751.47
2521,27623.44
2522,26784.62
2526,12427.28
2542,27102.33
2547,23724.52
2551,20777.11
2559,20691.09
2561,30631.69
2566,15797.17
2592,27010.96
2599,24734.96
2602,36243.5
2604,25145.171666666665
2607,46645.21
2609,30020.44
2614,25681.64
2622,53899.06
2626,20209.6
2628,28370.69
2629,111217.03
2630,40509.17
2631,39247.01
2633,23557.15
2638,30336.03
2642,54806.88
2648,41075.27
2658,26753.63
2662,13535.68
2668,19322.14
2669,17369.43
2679,16691.86
2681,16783.57
2683,24016.72
2686,25655.79
2691,12221.39
2693,42800.13
2709,30244.37
2713,11976.2
2715,19741.8
2716,15760.34
2725,12912.21
2727,33235.452301587306
2737,31656.57
2744,11712.26
2747,20300.45
2757,20401.76
2759,25296.020810810813
2760,17550.62
2766,43597.17
2771,22059.7
2777,22409.11
2778,17668.37
2782,23452.87
2786,19811.97
2789,24755.51
2791,18419.47
2792,18828.29
2798,38387.96
2799,30665.03
2806,36680.11
2808,17578.24
2810,49129.26
2816,22409.23
2817,17052.46
2818,14027.83
2824,16363.17
2825,46382.51
2826,22597.22
2829,38033.87
2830,18671.41
2832,21607.29
2834,31251.17
2841,17768.55
2843,15458.35
2848,14750.63
2853,34597.78
2859,14360.27
2876,23011.47
2877,22371.29
2884,24337.15
2891,28653.75
2892,22305.42
2895,24177.01
2898,15963.47
2904,31890.93
2906,31359.91
2920,23967.443273809527
2923,27021.3
2926,23610.27
2931,20918.81
2944,27285.78
2952,50254.26
2953,45057.7
2955,49796.89
2960,27152.3
2962,27152.3
2964,42166.93
2974,41783.81
2986,24898.64
2994,27892.59
2995,28146.13
3002,24398.9
3007,26238.35
3008,16461.11
3009,29822.99
3020,30363.47
3025,34481.9
3030,24307.07
3031,20696.33
3033,25720.77
3034,33801.74
3036,23010.64
3045,29920.79
3047,33080.73
3049,18878.58
3054,19742.4
3056,61141.96
3061,36335.10666666667
3062,37959.27333333334
3070,16064.25
3082,41163.95533333334
3083,26923.14
3089,21956.92
3093,32975.88238095239
3094,41392.21
3098,24288.91
3102,33718.5
3103,56177.25
3106,20703.87
3110,36335.10666666667
3114,17385.94
3115,28918.57
3117,30574.04
3118,21738.93
3120,30813.51
3122,19319.61
3124,28779.25
3129,32842.05
3130,26728.88
3131,25225.85
3133,23818.93
3136,30737.12
3138,32376.35
3139,24316.75
3141,27612.04
3148,23599.34
3149,65379.93
3150,39307.79047619048
3151,39923.448333333334
3156,25000.03
3159,23784.67
3161,28724.58
3164,21488.98
3166,28029.051428571427
3170,23745.66
3173,30567.55
3175,27274.21
3182,40048.57
3184,24783.87
3199,25436.62
3200,23843.04
3212,30552.26
3214,22568.63
3217,41663.52333333334
3221,28866.23
3222,44187.94
3226,23056.62
3235,12750.09
3236,14759.97
3241,11933.8
3250,13859.44
3252,16178.23
3254,13134.64
3255,14864.8
3256,13067.73
3266,21070.37
3270,18949.4
3278,24135.48
3279,14188.95
3294,9357.45
3297,28963.08
3299,14930.05
3302,11808.59
3303,17468.02
3306,57560.15
3311,70677.78
3314,35500.28
3319,48605.78
3320,31618.61
3324,25237.39
3326,49165.57
3328,23307.84
3333,22042.14
3337,21913.12
3340,29720.13
3345,17183.01
3346,18787.09
3348,31891.600732600727
3352,32219.409999999996
3355,23194.02
3356,29889.78
3360,21827.52
3362,10496.5
3365,29638.62
3366,18463.64
3367,27493.12
3378,57644.22
3386,59125.33
3387,26862.46
3395,19479.58
3403,25061.72
3410,37262.93
3412,19513.71
3413,12580.55
3425,16599.97
3428,18672.93
3429,23670.09
3430,19198.05
3434,30760.46
3437,19389.48
3441,20416.78
3445,22379.12
3446,21441.81
3452,17961.89
3454,41494.455
3457,16760.18
3460,20383.36
3462,47464.68
3466,24894.0
3468,23323.28
3478,29260.72
3482,33428.37
3487,19757.37
3494,16442.26
3495,10051.558333333332
3503,18282.52
3515,43235.66
3517,39877.974500000004
3519,26397.75
3524,14572.31
3528,14068.37
3535,33348.51
3536,28068.4
3537,26273.0
3539,15462.77
3541,18461.51
3542,19772.6
3545,20437.75
3546,15682.82
3547,17931.8
3548,22738.48
3549,32230.33
3557,29436.41
3559,17975.22
3561,20239.49
3562,18035.53
3567,19095.32
3569,18488.92
3572,29172.97
3573,28733.12
3575,28553.75
3580,20205.49
3586,17689.48
3591,60097.82
3596,25004.7
3598,21412.23
3602,39268.72
3605,20680.14
3606,19712.95
3613,28610.03
3615,31011.43
3617,16150.4
3620,31063.78
3621,32764.65
3629,18647.47
3634,23741.27
3637,34461.12
3638,46267.04
3640,21469.0
3647,28029.82
3651,18580.76
3653,26706.43
3654,29246.44
3664,27631.42
3673,16848.82
3681,21523.52
3684,27098.94
3685,13156.61
3699,25307.4
3700,16914.76
3702,19380.73
3711,22571.68
3717,22218.65
3718,22276.8
3719,20588.58
3726,31056.06
3734,16347.39
3742,30201.24
3744,16330.65
3752,18652.49
3758,19519.62
3760,33729.25
3763,23565.4
3776,22953.54
3781,14260.79
3795,24932.1
3797,22269.31
3799,21277.02
3800,11365.34
3820,17396.07
3825,23285.13
3827,20717.5
3837,26552.78
3838,32056.8
3843,13920.63
3845,26721.17
3848,26633.5
3852,21558.18
3855,20589.69
3863,49016.06
3870,19325.06
3873,16212.85
3874,31754.39
3877,26924.5
3879,13488.28
3884,34380.5
3885,29835.69
3889,12770.77
3890,22152.49
3902,48136.0
3910,18667.06
3912,31301.65
3918,16323.3
3927,18007.66
3930,35198.2
3932,13242.6
3947,26001.47
3950,25639.65
3959,26275.12
3962,15546.62
3965,26761.15214285714
3966,19470.07
3967,32070.57
3968,33430.573333333334
3970,31546.85
3976,29447.04
3981,12446.51
3994,14749.09
3995,22485.66
3997,18165.49
4000,15608.57
4001,16087.24
4004,42650.95
4005,40883.50333333334
4010,25718.89
4011,27438.17
4020,18247.36
4024,17817.66
4025,25098.53
4031,17132.71
4037,26028.02
4039,14026.18
4041,28454.88
4042,26865.08
4043,27078.17
4047,27033.43
4054,29399.79
4055,41033.32
4056,43789.93
4059,22222.619413919412
4062,62252.33
4064,41989.79
4070,63161.52
4074,35107.17
4081,25734.32
4085,19273.29
4091,31131.114859307363
4094,127933.32
4101,38963.72
4105,25857.02
4110,24747.83
4118,18129.75
4123,11664.89
4129,18438.36
4131,14798.55
4132,22394.36
4134,20931.7
4138,21346.41
4149,9461.275
4155,23360.72
4160,18804.22
4162,16792.01
4163,14417.25166666667
4174,15187.03
4176,19316.7
4183,18152.46
4187,34517.02
4191,44198.65
4196,15973.83
4199,16209.49
4201,27403.45
4208,41891.01
4212,49341.33
4213,46917.36
4225,19986.47
4231,28173.69
4242,22557.86
4251,28959.89
4254,37024.48047619047
4255,43331.88
4256,14159.4
4259,29463.6
4262,18955.71
4263,36081.25
4275,21805.66
4279,27795.26
4293,28121.64
4294,30673.95259740259
4303,22091.01
4308,27680.79
4310,42447.43
4319,13022.12
4321,20790.64
4333,20391.01
4334,14366.58
4336,15980.91
4338,24824.66
4340,19099.33
4343,20508.96
4345,16644.59
4348,19817.41
4349,29948.78
4366,30228.31
4372,33401.39
4373,36298.77
4377,15914.99
4378,20419.19
4384,31215.49
4392,29972.78
4394,19026.69
4401,16354.36
4404,31345.03
4407,28162.34
4408,30123.85
4409,30354.95
4415,24970.969999999994
4416,30415.56
4418,20024.19
4419,30433.62
4420,29889.65
4430,67111.19
4433,31006.28
4438,32529.53
4439,18430.52
4440,24626.3
4443,16965.89
4449,35019.02
4450,19285.18
4454,20597.78
4456,28242.68
4457,23787.55
4459,36446.57
4466,24564.18
4470,25974.74
4472,13384.47
4475,18649.56
4480,30461.46
4483,21609.56
4491,26180.11
4501,28907.29
4505,26356.8
4508,13634.8
4509,15779.8
4526,22539.21
4529,12544.12
4533,42113.04
4541,33417.82
4547,30010.86166666667
4550,41255.28
4559,26546.05
4561,53339.69
4562,22484.68
4564,23502.55
4565,26182.837333333333
4568,26013.57
4570,22771.82316666667
4573,21719.51
4574,17899.35
4578,20896.46
4588,26076.59
4595,25371.53
4596,24398.9
4601,23366.38
4602,22434.42
4603,42744.68
4605,31735.18
4608,42905.59
4609,52970.34
4616,20112.06
4618,26098.597291187743
4619,25371.53
4632,15093.15
4633,11669.23
4635,13179.08
4639,13279.43
4644,22265.273333333334
4664,24277.05
4665,19635.94
4666,16157.91
4671,20610.49
4672,27026.8
4676,23415.46
4680,46484.33
4686,49740.59
4690,48393.5
4692,17588.63
4693,18570.72
4700,16574.71
4707,24227.93
4710,20527.86
4711,17600.34
4713,23442.48
4715,13820.85
4716,26771.31
4718,19925.72
4720,30497.76
4723,17610.43
4725,22052.2
4731,32290.99
4734,30436.71
4735,31643.07
4742,16941.31
4743,16107.7
4745,18437.57
4750,23632.8
4752,17748.62
4753,15772.68
4756,33009.84
4763,22832.2
4764,17314.41
4773,37670.42
4775,30012.92
4776,25734.32
4780,18680.78
4782,44341.69
4787,44113.2
4788,23039.34
4790,24348.13
4791,21605.12
4795,18765.09
4808,27016.54
4810,25974.74
4811,24798.35
4813,20480.17
4818,25792.06
4823,22947.17
4827,18522.0
4830,22743.53
4831,20865.1
4832,20769.38
4833,22881.0
4840,26476.702739760243
4842,33654.34
4849,27222.81
4855,21988.35
4858,34899.28
4860,34184.51
4861,25049.27
4863,25036.55
4871,20004.58
4878,54945.37
4885,19374.56
4889,36651.76
4890,17517.85
4891,20049.13
4910,21679.11
4916,24938.63
4918,48260.75
4922,21138.703333333335
4923,21610.27
4927,41523.72
4929,21993.11
4943,26754.04
4944,18123.77
4946,17457.72
4955,23322.15
4957,21022.04
4959,23452.87
4969,22917.26
4972,28703.735833333336
4975,41047.81
4978,40914.775714285715
4979,23044.8
4988,41663.52333333334
4990,70677.78
4992,15490.61
5004,15141.58
5006,18527.49
5010,32221.22
5011,17148.63
5019,30960.47
5021,30177.18
5024,24496.58
5030,29296.82
5034,51106.83
5038,14274.99
5040,14064.89
5046,11910.87
5052,19326.16
5056,25420.84
5057,19402.71
5059,21916.62
5060,23804.44
5069,18711.0
5071,28381.6
5072,18561.0
5074,23742.45
5077,23384.06
5079,25305.05
5081,25826.35
5085,37996.25
5087,24633.23
5088,18623.13
5091,22148.08
5093,31583.54
5094,29002.721190476193
5095,23769.38
5098,13910.68
5101,20753.3
5105,12262.86
5110,12768.06
5115,34722.11
5120,23126.25
5121,17497.24
5138,42731.6
5145,33965.27
5148,22039.15
5158,25296.56
5159,31209.36
5161,33718.5
5162,31696.78
5165,34139.19
5168,33597.61
5171,28286.565
5172,45711.88
5175,30317.053333333333
5186,37074.19333333333
5187,31206.91
5188,37511.03
5192,16899.8
5195,36167.99
5203,24962.36
5205,25321.91
5217,39977.974500000004
5223,13910.68
5225,13430.71
5230,31401.95
5249,29138.16
5251,34347.38
5256,27224.76
5263,27456.86
5268,22375.34
5269,43809.14
5271,24575.75
5274,24209.12
5276,23531.25
5277,33261.27
5278,30680.63
5279,31900.78
5280,24940.95
5286,24197.04
5294,25065.04
5295,27486.43
5311,101058.88
5314,35972.84
5315,19338.72
5320,14774.87
5325,30268.58
5331,31179.06
5346,48830.05
5348,28033.58
5349,27353.57
5351,25964.47
5353,35871.8
5354,20551.82
5370,24472.91
5371,24346.62
5373,44931.41
5374,25886.03
5378,19805.44
5379,30871.96
5380,20436.87
5381,13692.17
5383,26188.45
5384,15513.28
5391,15474.22
5394,24536.23
5396,20760.95
5400,27619.94
5403,30027.92
5404,19301.73
5405,47296.29
5406,23390.14
5407,29504.45
5409,30232.5
5410,25484.88
5412,21830.09
5413,24043.33
5416,48455.55
5418,15434.49
5419,21524.37
5423,17856.69
5427,18608.73
5428,16962.56
5432,18468.92
5439,22635.78
5445,16627.68
5452,40476.44
5454,22783.61
5456,14105.6
5463,52447.27
5479,37368.83
5480,40841.87
5490,24494.93
5498,28454.44
5501,28093.4
5507,15979.56
5516,28789.97
5530,20991.62
5535,39239.4
5536,28556.21
5538,34027.62
5541,29700.51
5545,19036.72
5548,19577.62
5560,30104.19
5561,19794.36
5564,21912.03
5565,27916.36
5566,19679.42
5572,22746.96
5574,22980.34
5575,23561.37
5578,11731.48
5579,19661.23
5580,18384.37
5582,34895.15
5587,34506.86
5588,18217.1
5595,22698.39
5598,22602.86
5599,24495.29
5602,21883.92
5605,10608.47
5610,13637.38
5611,14729.71
5617,18315.9
5624,33663.23
5626,24520.14
5627,14259.21
5628,20098.81
5632,21144.4
5651,19847.5
5654,27999.69
5656,43696.11
5662,103416.24
5666,17837.17
5672,22438.32
5677,21865.47
5681,26370.12273976024
5685,24845.38
5694,25710.83
5695,38186.56
5697,41414.293666666665
5698,53143.78
5700,16066.28
5703,30946.26
5706,30141.93
5711,46313.82
5713,22997.31
5716,19867.75
5719,18924.79
5724,22579.67
5726,21562.36
5731,19948.66
5737,27163.61
5740,17055.21
5741,27928.78
5742,25018.23
5750,18106.27
5751,24934.73
5754,20268.75
5777,48442.2
5778,40511.62
5782,27657.54
5784,22314.37
5785,25140.11
5788,30823.82
5791,16237.6
5805,19536.24
5807,15452.93
5813,18028.98
5826,39355.84
5827,42905.59
5828,54644.93
5839,25892.25
5841,24308.5
5842,33723.29
5843,40541.87
5848,28462.91
5858,21030.43
5865,23959.1
5866,24232.49
5867,23923.78
5870,35306.595
5872,19668.86
5875,21058.11
5886,22889.39
5893,42157.82
5895,18513.52
5908,24151.78
5909,16642.38
5915,27568.29
5917,15980.3
5920,27800.76
5922,27830.293333333335
5925,21105.41
5927,13370.95
5934,17850.44
5935,29069.68
5936,11585.3
5940,22094.88
5941,33820.59
5942,22197.95
5951,24972.17
5956,44242.33
5957,33217.27
5958,22706.58
5963,42674.78
5964,38925.67
5967,25994.53
5968,21119.33
5970,22054.2
5972,26026.11
5973,18587.49
5979,18028.03
5983,15166.76
5984,20358.65
5986,45730.39
5999,28421.93
6006,18582.1
6010,49360.79
6019,13857.64
6028,35394.17
6030,33699.75
6031,45364.41
6035,33496.24
6038,46267.04
6041,26588.46
6044,15939.62
6045,18135.42
6046,18336.54
6050,29493.09
6051,23128.1
6059,15101.2
6060,13395.86
6065,27383.1
6067,41495.86
6068,37331.61
6076,21768.99
6078,17718.9
6079,19171.63
6081,32263.67
6085,19008.38
6094,30389.93
6100,26001.47
6101,25140.31
6108,25203.1
6110,22046.61
6119,49481.76
6121,30527.95
6125,26517.12
6145,25202.938095238093
6151,27296.57
6156,36050.09
6162,24595.2
6163,43785.41
6165,25481.63
6168,21239.17
6171,24660.84
6172,22648.22
6173,17046.9
6176,36206.63
6177,58756.905999999995
6178,18745.8
6179,59275.77
6186,62100.43
6188,40442.85
6190,20663.93
6191,15880.38
6196,62476.88
6198,32807.78
6199,123282.51
6210,122179.45
6212,25470.181977566914
6216,15946.68
6221,38695.48
6223,97160.74
6226,27810.58
6231,22531.94
6232,21823.82
6234,15142.23
6236,30720.72
6245,44433.4
6250,13570.43
6263,30776.81666666667
6264,34111.01
6269,20644.54
6272,18651.62
6274,48899.13
6285,33096.13
6286,29123.86
6288,28551.86
6290,27226.643333333333
6298,48386.01
6299,49421.59
6302,69593.82
6308,12561.25
6310,39791.11
6311,30214.93
6317,22173.47
6328,32641.74
6329,21491.77
6334,30267.07
6342,49597.01
6350,44694.48000000001
6353,30836.46
6356,27348.8
6357,32367.729999999996
6358,37848.13333333333
6361,19953.03
6362,13592.15
6364,18955.5
6373,44815.28
6376,19697.04
6379,27052.48
6383,26665.45
6387,16030.12
6388,16319.91
6389,18443.85
6392,16261.54
6393,27354.63
6401,30354.43
6403,25965.34
6404,30824.41
6407,43063.05833333333
6415,18393.29
6418,27062.62
6421,24618.26
6422,19493.53
6423,21387.78
6427,32595.94
6429,43623.05
6437,33247.53571428571
6440,26369.0
6448,17759.33
6449,28829.02
6451,25928.89
6455,44885.12
6459,18163.53
6460,14739.55
6461,30406.24
6471,25419.13
6472,23226.16
6478,55580.21
6488,42757.96
6489,19924.54
6493,15764.82
6497,17714.65
6502,33137.61
6507,31370.81
6509,62838.5
6515,15629.36
6517,24960.82
6521,18432.13
6524,25563.45
6532,18108.3
6533,13066.29
6535,19367.1
6538,29430.876666666663
6539,30685.97
6541,30519.99
6542,23844.39
6543,17718.9
6548,26130.61
6550,25516.734
6561,19718.67
6563,30210.57
6564,24339.68
6578,57602.54
6581,31354.875
6585,29363.02
6589,46702.35
6594,30045.97
6601,29918.56
6602,36896.19571428571
6604,28680.22
6606,14916.3
6615,42441.75
6621,31343.16
6622,26277.54
6629,25277.38
6632,24526.16
6642,24563.82
6644,33350.86
6645,30528.2
6648,17565.41
6649,25375.99
6652,28245.68
6655,16240.42
6659,37151.17
6660,26370.12273976024
6664,26370.12273976024
6674,22662.4
6676,26040.66
6677,26040.66
6684,19292.1
6687,22064.07
6689,29407.49
6694,25094.670750360747
6703,33181.61
6713,20091.22
6716,36977.21
6719,17653.81
6724,17170.97
6727,19455.5
6728,25187.7
6734,16539.61
6735,13676.48
6738,18242.49
6743,16534.31
6745,31426.4
6747,22999.7
6750,25929.25
6752,27254.25
6762,19703.9
6768,25050.97
6769,36936.91
6771,21549.3
6774,27080.08
6784,19625.81
6786,25822.13
6787,21889.81
6791,31153.52
6792,22863.49
6797,44118.28
6810,20938.96
6814,26013.9
6820,33364.05
6825,17527.67
6831,18576.2
6832,31329.24
6833,16190.85
6841,37409.72
6842,20829.12
6848,29289.13
6851,24801.99
6853,29870.97
6854,30060.51
6861,22806.66
6862,24024.42
6864,38050.21
6867,31073.64
6870,20103.49
6871,24852.6
6879,23504.49
6883,24159.58
6884,19642.46
6897,26497.43
6898,24632.39
6903,21897.78
6904,32303.525
6918,25590.7
6923,25821.32
6924,36717.27
6929,22459.33
6932,28899.76
6939,43686.00428571429
6942,30673.95259740259
6949,23612.52
6953,32628.39
6959,24278.71
6961,18504.15
6962,21284.71
6963,29166.3
6966,25967.47
6972,34543.29
6975,26047.17
6976,26274.73
6979,26159.69
6981,26305.39
6983,28769.0
6989,18239.7
6991,23220.59
6994,10214.63
6997,23168.44
7000,43366.81
7006,42398.05
7009,28567.4
7013,28761.54
7015,24408.5
7016,25807.1
7019,19960.27
7027,43027.2
7029,41766.99
7031,25049.23
7033,28474.61466666667
7035,24632.39
7038,21498.44
7041,29201.98
7045,36100.87
7047,52599.41
7054,59855.44
7055,17141.64
7058,20256.32
7061,25593.12
7062,32089.48
7063,24146.93
7066,29604.01
7071,32087.64
