ID,proba
1171,0.11775043666994217
1172,0.1945647125745798
1174,0.2684443169949219
1179,0.18750526402765594
1182,0.11126993378817503
1184,0.30911848878580483
1187,0.2477014879889544
1190,0.21928750642870207
1191,0.20557238473314043
1192,0.2576540586438826
1197,0.7989305915174966
1199,0.25320336730279097
1202,0.9001913819958252
1203,0.22978386161871234
1207,0.24494341456979882
1208,0.27310087318199977
1209,0.9612129308901528
1211,0.8809869256666203
1215,0.8761535923332869
1222,0.914097634490288
1227,0.2706999926274483
1228,0.08465807517171513
1230,0.9643295032950746
1237,0.3275867044627267
1251,0.1917615695941164
1256,0.1917615695941164
1258,0.5315900878188607
1259,0.4410014705610982
1271,0.20456455720344244
1275,0.26099845007397166
1283,0.19280583542119892
1285,0.16995189859205037
1286,0.20033979290889248
1288,0.19764439042452936
1290,0.9332808252166906
1297,0.1127575626541544
1302,0.22295655458380403
1309,0.9033698182779714
1311,0.19764439042452936
1318,0.832868463875839
1326,0.2964938968663938
1327,0.20917382157312095
1328,0.19280583542119892
1329,0.9033698182779714
1333,0.1858618120847405
1334,0.22173199565092738
1342,0.9102615875856739
1343,0.9200591998859448
1344,0.8698483189488055
1348,0.2672256996825656
1350,0.2767536371712282
1351,0.18568912838854015
1360,0.25445423978958065
1364,0.2145582049512825
1371,0.1805687964294372
1373,0.21272890847289305
1375,0.9282314463503198
1379,0.37367965699771183
1382,0.8763082173978296
1386,0.1975382444440456
1387,0.28705835434175714
1390,0.20664800474608544
1392,0.1787608093008323
1403,0.1927918258585234
1408,0.5320291056074888
1409,0.18780731075141133
1411,0.20689419569656559
1413,0.23666791051734
1419,0.17671155260090646
1422,0.21272890847289305
1423,0.5891307256215823
1427,0.2947345587503351
1430,0.926236028651497
1433,0.9001913819958252
1436,0.2355994957255454
1442,0.18701699151769272
1447,0.0771703881504312
1449,0.204973673530901
1454,0.2552870825233397
1457,0.20680556325418403
1458,0.19431086286208973
1466,0.2592550667330128
1468,0.2727558124782617
1474,0.1282529423411355
1478,0.19045223395686184
1480,0.23038469193136013
1486,0.11286128713344175
1487,0.11870731287626468
1493,0.27474462316714926
1501,0.19431086286208973
1508,0.6041014408970223
1510,0.1918695560836987
1514,0.5456146667361114
1517,0.8743906052453124
1523,0.1674514964077574
1526,0.2454283272389084
1529,0.22004667097219957
1530,0.19484707372936313
1536,0.24172930416543548
1540,0.2545767114980559
1543,0.11434891599942112
1547,0.9529120679286462
1549,0.1954084154403415
1557,0.2820443182525838
1566,0.9600227590901831
1572,0.27058293951594603
1578,0.1875519348655806
1579,0.21200669711352885
1584,0.12055930098758447
1585,0.7493462854648558
1586,0.9247747392329693
1591,0.12055930098758447
1593,0.23002222674490255
1595,0.28679003522971624
1597,0.2835244421843677
1613,0.21395110563057407
1614,0.25498969022537754
1617,0.24315577909903358
1618,0.1127575626541544
1628,0.20375832833133253
1633,0.2478631786092046
1634,0.2781260264791423
1635,0.22004667097219957
1640,0.23107253143790074
1642,0.28512114061594085
1646,0.19162703449543111
1653,0.19042353104138954
1658,0.6055051181538265
1662,0.2805141063595092
1666,0.5648118465829771
1668,0.20936503865853268
1669,0.19042353104138954
1672,0.8758705572839708
1674,0.3257431490612038
1675,0.5852471951419392
1677,0.13915595452745072
1678,0.9146067061485528
1679,0.19620765219489855
1683,0.20917382157312095
1698,0.21975265963387403
1707,0.30911848878580483
1708,0.17785929096299935
1717,0.9612129308901528
1723,0.32222202063285116
1726,0.9623799170518972
1730,0.21987398727599924
1734,0.267159870954961
1736,0.5852471951419392
1738,0.3138957854492864
1744,0.23651857318532393
1750,0.1951545657278514
1753,0.5274260646591895
1754,0.7650318196332607
1756,0.2197926237923317
1758,0.18737567869796123
1762,0.31103091329186106
1763,0.216307517759683
1764,0.2472164337850386
1766,0.18044889803057024
1768,0.19911759575121146
1773,0.1975382444440456
1775,0.5357707408298862
1782,0.28585351839798095
1788,0.35947005903782686
1793,0.9596736499912786
1794,0.9282314463503198
1795,0.17827737695560766
1801,0.20192276658157304
1803,0.9037443459763004
1807,0.18931676667687058
1808,0.19670731376838455
1817,0.28923270669006146
1819,0.9102615875856739
1821,0.7066361259481532
1825,0.26099845007397166
1830,0.8533582572328333
1832,0.21462245985895806
1838,0.2558551247613534
1845,0.11126993378817503
1855,0.7548676597341933
1862,0.19430830154554793
1865,0.9152793364948093
1873,0.2785326318382568
1876,0.9529120679286462
1877,0.2672484484705986
1880,0.1883799604701081
1881,0.26465424770548945
1884,0.1805687964294372
1886,0.14847525875440248
1888,0.19117387024052518
1890,0.1790811675634578
1899,0.22150399012074629
1901,0.1774830955407726
1903,0.20882013462031981
1906,0.9195695143810562
1916,0.23432146017199845
1919,0.13748205349337697
1922,0.2886893858790669
1923,0.18883715109377822
1924,0.29119729180210646
1925,0.2001564944135569
1931,0.26778238320512726
1933,0.21358312730270806
1961,0.16596365070681704
1962,0.28710491070355665
1964,0.17914777799264203
1970,0.21975265963387403
1973,0.8991799056619746
1976,0.2723681381144887
1982,0.9561240873563875
