ID,predict
50863,0.01
53487,0.4
53022,0.12
51943,0.67
53427,0.59
52592,0.35
53428,0.14
51956,0.22
51659,0.07
52964,0.88
53879,0.02
52933,0.19
52527,0.05
51541,0.66
51530,0.03
50533,0.16
52120,0.65
51116,0.76
53339,0.13
53934,0.66
53708,0.14
53169,0.11
52773,0.74
51267,0.16
52532,0.17
50575,0.36
50185,0.07
51164,0.39
51716,0.27
51341,0.37
51985,0.15
52183,0.1
51440,0.9
51796,0.22
51863,0.11
52277,0.1
50537,0.17
50865,0.37
53712,0.11
51048,0.47
52086,0.28
52688,0.74
51119,0.33
52182,0.08
53254,0.66
50344,0.18
50541,0.02
50186,0.05
51643,0.33
53839,0.46
52113,0.52
51425,0.92
53710,0.28
54138,0.16
53404,0.21
51754,0.42
51402,0.05
51658,0.81
53982,0.18
53844,0.42
51426,0.41
53163,0.13
53321,0.18
50001,0.56
50601,0.1
50046,0.04
51807,0.83
53251,0.91
53450,0.16
52902,0.11
52579,0.13
52363,0.13
53641,0.23
53739,0.33
53600,0.32
53179,0.89
52470,0.74
53563,0.36
51876,0.06
51630,0.31
52196,0.45
53350,0.35
53555,0.2
53276,0.43
54026,0.83
51088,0.27
51377,0.14
50434,0.39
53125,0.45
53703,0.47
50055,0.25
52614,0.11
50820,0.46
52341,0.66
52219,0.02
53886,0.07
50087,0.2
53971,0.53
51515,0.73
51687,0.19
50982,0.03
53447,0.85
52375,0.09
53072,0.24
51103,0.31
50700,0.13
51725,0.11
53831,0.02
52900,0.42
52599,0.13
52293,0.9
50622,0.06
52112,0.73
53299,0.04
51297,0.51
52837,0.26
53702,0.07
51978,0.1
50442,0.15
51281,0.1
51575,0.04
51039,0.75
51994,0.59
51031,0.08
52662,0.79
53807,0.57
52304,0.11
52110,0.05
51392,0.15
52090,0.65
52630,0.55
50137,0.14
51899,0.21
53619,0.55
51274,0.43
53271,0.53
54176,0.09
50404,0.06
50691,0.25
52178,0.85
51632,0.07
51232,0.23
53488,0.1
50053,0.75
50269,0.71
53584,0.06
51247,0.01
50659,0.64
53226,0.3
51480,0.12
53329,0.13
51223,0.23
51444,0.79
53147,0.4
51835,0.71
53348,0.31
52674,0.8
53853,0.39
51527,0.11
50997,0.07
53057,0.05
54022,0.21
52626,0.46
51696,0.36
52002,0.16
53578,0.11
53342,0.09
51190,0.46
50097,0.07
53270,0.31
53679,0.87
51802,0.33
54150,0.07
51201,0.76
52109,0.07
50039,0.04
50913,0.22
50336,0.6
50826,0.02
51851,0.1
53118,0.35
53177,0.15
51109,0.29
53069,0.07
52013,0.68
52761,0.09
52993,0.15
52887,0.03
50909,0.07
51616,0.18
53352,0.4
52941,0.4
50286,0.69
53780,0.37
53911,0.06
52624,0.35
52612,0.1
52011,0.5
50361,0.04
53466,0.29
50660,0.43
50320,0.7
52833,0.77
51204,0.9
51494,0.6
50852,0.61
50728,0.2
53336,0.57
51295,0.09
53255,0.09
51235,0.09
50940,0.32
51936,0.8
52524,0.23
52762,0.28
52232,0.41
52365,0.78
52099,0.08
53054,0.71
52500,0.39
53433,0.11
53881,0.15
53626,0.25
50770,0.47
51409,0.18
53933,0.49
52264,0.04
51065,0.35
53915,0.39
50801,0.4
50331,0.13
52295,0.26
52360,0.95
53772,0.1
50866,0.27
52486,0.09
51234,0.02
53066,0.05
52783,0.18
53652,0.1
52460,0.74
54020,0.4
54006,0.33
50695,0.23
50665,0.2
50319,0.14
53722,0.18
54191,0.23
51973,0.14
52179,0.17
50283,0.25
53501,0.07
53537,0.25
50220,0.81
53547,0.13
50735,0.1
50356,0.06
51602,0.08
52832,0.09
50716,0.58
50821,0.84
51195,0.05
52954,0.2
53723,0.33
52536,0.07
51601,0.03
51879,0.3
51159,0.71
51003,0.08
51294,0.09
53290,0.19
50721,0.14
54259,0.4
50484,0.26
54149,0.18
50172,0.6
51346,0.2
54017,0.38
51156,0.06
51091,0.14
52441,0.61
50427,0.29
51493,0.38
50222,0.08
50369,0.12
54118,0.23
52141,0.25
53408,0.29
53356,0.19
50123,0.45
51971,0.34
52506,0.27
52909,0.6
51563,0.87
51302,0.21
51008,0.41
50719,0.12
51705,0.23
51046,0.12
51548,0.82
51781,0.13
54082,0.15
50952,0.3
54113,0.25
51323,0.82
51498,0.54
50317,0.44
50767,0.12
50881,0.16
52220,0.13
52243,0.17
52947,0.33
51732,0.14
53492,0.46
52314,0.25
51043,0.18
50461,0.18
52564,0.05
53540,0.23
53597,0.19
52792,0.22
51182,0.09
51173,0.1
53225,0.17
53395,0.36
51829,0.34
53053,0.1
51212,0.11
52660,0.58
50872,0.45
52815,0.22
52784,0.75
53634,0.31
50669,0.13
52042,0.05
52246,0.09
52004,0.28
51184,0.74
53185,0.07
52587,0.31
53495,0.21
50870,0.04
54282,0.15
51120,0.18
53152,0.04
51144,0.12
51188,0.82
52606,0.27
54126,0.11
53810,0.08
51714,0.38
53472,0.8
50341,0.34
51245,0.31
51198,0.03
53171,0.1
50977,0.12
50751,0.37
50925,0.04
51776,0.74
51923,0.45
53220,0.18
51969,0.17
53596,0.26
52834,0.53
51938,0.16
52482,0.06
52973,0.43
50282,0.42
50091,0.3
54286,0.93
52883,0.05
50161,0.26
51859,0.37
53315,0.92
50607,0.74
51694,0.07
52772,0.22
54208,0.23
54255,0.52
51596,0.03
53036,0.77
53511,0.31
52678,0.24
53366,0.17
50105,0.03
52244,0.24
50762,0.8
50548,0.14
53782,0.18
53612,0.06
54129,0.04
53111,0.5
52012,0.03
53199,0.31
53745,0.9
50653,0.04
50980,0.16
53516,0.06
53186,0.03
51136,0.07
53922,0.25
52278,0.06
53744,0.18
53676,0.19
51343,0.02
53485,0.04
52854,0.91
50135,0.22
52950,0.16
53323,0.6
51691,0.35
53811,0.15
51167,0.13
50439,0.14
51266,0.37
52661,0.04
51101,0.81
50933,0.23
50090,0.31
53476,0.43
53446,0.31
51726,0.12
51765,0.17
52540,0.09
50033,0.56
50963,0.52
50431,0.34
50449,0.32
51671,0.14
50543,0.69
52465,0.44
52995,0.52
50650,0.13
52601,0.06
50687,0.14
50948,0.04
54243,0.04
54206,0.05
52251,0.85
51106,0.61
51081,0.2
51139,0.04
51892,0.24
52666,0.09
53694,0.67
53804,0.15
50592,0.02
51107,0.2
52704,0.07
52450,0.64
50838,0.12
54173,0.81
53286,0.12
50810,0.13
53256,0.49
52910,0.11
52929,0.13
52694,0.77
54091,0.57
51491,0.14
51226,0.0
52541,0.03
51161,0.33
52581,0.39
50454,0.18
53601,0.21
51112,0.49
52417,0.2
50661,0.61
50298,0.14
51024,0.23
52604,0.12
51930,0.49
52267,0.2
54158,0.04
50985,0.05
54183,0.11
53023,0.13
50552,0.46
51298,0.89
51213,0.28
51932,0.19
51389,0.14
50984,0.13
54013,0.14
50489,0.14
52823,0.11
52340,0.1
53441,0.33
54210,0.6
53430,0.24
52588,0.89
54225,0.84
50635,0.66
52282,0.28
50646,0.32
50464,0.17
53900,0.17
51366,0.68
52565,0.38
52163,0.18
50423,0.85
50457,0.16
53645,0.1
50383,0.21
53882,0.84
53668,0.14
51303,0.29
53951,0.75
54012,0.3
53677,0.06
50324,0.71
53078,0.26
54187,0.16
50523,0.18
51511,0.09
50509,0.49
52393,0.12
53508,0.18
50855,0.64
54287,0.23
52407,0.05
52092,0.3
53132,0.06
54110,0.62
53403,0.32
50778,0.2
54205,0.83
52801,0.12
51097,0.21
50011,0.34
50986,0.03
50024,0.0
54088,0.06
50676,0.77
51478,0.82
50111,0.27
53274,0.02
53514,0.2
53038,0.19
50773,0.26
50173,0.59
53784,0.14
52868,0.21
52401,0.95
52177,0.32
50242,0.02
52351,0.29
51401,0.13
53280,0.17
53200,0.28
51735,0.74
51939,0.1
52377,0.54
54240,0.19
50976,0.03
52617,0.37
52248,0.07
52305,0.29
50228,0.15
53517,0.57
50524,0.22
51542,0.14
51077,0.08
52860,0.14
51386,0.02
51206,0.83
52856,0.07
53838,0.27
53334,0.47
51113,0.2
52707,0.09
53802,0.11
52347,0.15
53576,0.1
53115,0.63
50093,0.56
54073,0.81
52739,0.13
51605,0.28
51808,0.05
50551,0.17
51995,0.17
53052,0.31
51304,0.27
50163,0.27
50557,0.68
52695,0.57
52797,0.08
53947,0.93
51040,0.3
52166,0.16
53325,0.57
50938,0.18
52557,0.27
54237,0.14
53398,0.94
53666,0.16
51334,0.57
53207,0.43
54170,0.28
51364,0.55
50309,0.26
52138,0.17
51311,0.02
50063,0.53
53509,0.14
53467,0.42
52364,0.42
54147,0.2
51151,0.06
53662,0.1
50349,0.28
51949,0.35
51821,0.58
53693,0.28
51737,0.53
50664,0.45
53182,0.16
53405,0.08
51254,0.36
52535,0.04
51371,0.28
53365,0.27
50038,0.1
53491,0.22
52132,0.33
53536,0.49
53956,0.55
54260,0.35
51815,0.1
52070,0.01
50210,0.22
52647,0.54
50511,0.8
54192,0.44
52794,0.4
52649,0.01
51778,0.42
52939,0.04
53836,0.76
53381,0.25
50683,0.05
53392,0.42
51980,0.87
52033,0.15
53551,0.09
53687,0.45
50674,0.35
50835,0.15
53283,0.43
50388,0.1
50465,0.18
50618,0.22
50812,0.07
53593,0.11
50722,0.18
51187,0.19
51510,0.36
52436,0.38
53826,0.18
52039,0.21
51393,0.26
52690,0.15
52160,0.17
50176,0.43
52848,0.41
50540,0.61
51844,0.04
53009,0.21
51519,0.03
52805,0.42
53415,0.88
54269,0.27
53674,0.33
51897,0.32
54043,0.72
52237,0.18
52326,0.04
53906,0.43
51719,0.46
51329,0.28
52446,0.27
51675,0.1
53591,0.13
52934,0.89
52521,0.01
52459,0.23
51862,0.46
51162,0.39
52515,0.2
51566,0.69
50460,0.49
52227,0.09
53462,0.69
51682,0.09
50416,0.48
51670,0.02
51301,0.49
52719,0.17
52274,0.15
52742,0.09
52897,0.57
53954,0.19
53112,0.12
53505,0.21
50042,0.13
53912,0.68
53539,0.19
51385,0.09
53361,0.51
53155,0.17
51833,0.32
51861,0.23
51211,0.47
50949,0.27
53743,0.24
50267,0.11
52280,0.11
50113,0.18
52838,0.05
54273,0.68
51872,0.19
50864,0.18
51766,0.56
50334,0.77
50807,0.16
52949,0.49
52613,0.8
54100,0.4
54071,0.21
52814,0.52
52633,0.05
50428,0.42
52245,0.14
52418,0.21
54199,0.9
50513,0.16
51626,0.21
50605,0.39
52193,0.27
52075,0.33
51903,0.11
53237,0.29
52186,0.13
52668,0.31
50841,0.1
51412,0.01
51811,0.22
51573,0.2
52653,0.63
53759,0.33
53262,0.16
50606,0.06
53609,0.26
52373,0.06
53222,0.16
53340,0.27
51692,0.34
52382,0.13
53181,0.13
53725,0.46
51010,0.1
52968,0.18
51138,0.3
52150,0.03
51317,0.22
53819,0.1
51104,0.72
50673,0.17
50002,0.24
51391,0.14
50297,0.27
52774,0.38
52063,0.23
50974,0.09
52309,0.03
53304,0.24
50515,0.52
52115,0.64
53880,0.3
52961,0.55
52488,0.43
53389,0.4
52563,0.8
54285,0.33
50144,0.04
51215,0.04
50250,0.19
51446,0.24
53349,0.21
51042,0.34
53390,0.09
50996,0.13
52928,0.2
50247,0.06
51964,0.59
51974,0.8
51795,0.13
50923,0.98
54104,0.11
52140,0.21
51017,0.93
50707,0.69
53230,0.19
54106,0.48
53192,0.39
52622,0.92
51149,0.29
52038,0.1
54105,0.3
50073,0.3
52149,0.34
52491,0.6
51239,0.33
50832,0.25
50092,0.15
54136,0.07
51905,0.28
50384,0.3
52040,0.11
50786,0.69
52216,0.18
53620,0.18
51380,0.52
51349,0.42
50898,0.87
51623,0.86
50764,0.15
50453,0.06
52315,0.85
50127,0.36
51695,0.01
54048,0.49
53176,0.09
50959,0.62
51672,0.19
51909,0.84
53572,0.49
52999,0.26
50713,0.33
53978,0.15
51747,0.72
52872,0.93
52556,0.29
52135,0.14
50860,0.11
53453,0.17
52395,0.08
54235,0.89
53253,0.28
52394,0.43
53848,0.34
52379,0.24
53236,0.47
50308,0.17
53285,0.09
50917,0.2
50482,0.77
53825,0.26
53015,0.51
51084,0.16
51286,0.06
52422,0.04
50088,0.23
53435,0.18
51220,0.12
52508,0.85
54140,0.3
51988,0.65
53219,0.53
50239,0.57
50554,0.38
52908,0.67
50597,0.46
53375,0.27
53452,0.33
51328,0.31
53232,0.53
51332,0.85
50642,0.18
52453,0.27
51072,0.14
51958,0.15
51205,0.22
52542,0.39
51618,0.81
53746,0.55
54182,0.08
50477,0.12
52069,0.16
51460,0.22
50044,0.65
53021,0.48
50191,0.86
53198,0.52
51485,0.1
51869,0.18
51857,0.22
53332,0.25
52380,0.38
54178,0.35
53245,0.05
53444,0.98
53664,0.49
51853,0.03
53615,0.13
52787,0.18
53658,0.14
50993,0.29
50989,0.44
51507,0.02
52118,0.1
53791,0.11
53379,0.19
53683,0.24
52434,0.92
52060,0.28
50918,0.08
51585,0.24
54288,0.15
52335,0.19
50435,0.74
51662,0.05
53599,0.42
52673,0.04
53445,0.05
52495,0.13
52533,0.05
50096,0.31
52290,0.33
52164,0.26
53142,0.28
50160,0.15
51617,0.9
52537,0.13
52381,0.52
53062,0.27
50022,0.27
51462,0.15
54060,0.64
54253,0.42
52145,0.23
52520,0.58
50248,0.46
52620,0.47
52547,0.18
52236,0.13
53809,0.36
53322,0.52
52121,0.31
50132,0.2
51991,0.37
53193,0.08
51150,0.19
50271,0.15
51194,0.11
51823,0.48
50249,0.1
52146,0.75
51996,0.1
52727,0.63
52144,0.46
51537,0.33
51129,0.69
54289,0.3
50710,0.6
52970,0.62
53748,0.2
50834,0.02
52342,0.34
51638,0.29
53190,0.49
53209,0.65
53931,0.24
50608,0.29
53143,0.11
54163,0.14
50379,0.05
51433,0.26
52505,0.26
50504,0.21
52530,0.31
51310,0.29
51026,0.24
53673,0.16
50941,0.09
52155,0.71
52035,0.48
50293,0.88
51022,0.03
53496,0.17
50265,0.15
51816,0.09
50953,0.22
53852,0.14
52385,0.12
52991,0.34
54025,0.56
51790,0.17
50678,0.11
53614,0.39
53471,0.03
50274,0.41
52466,0.22
52104,0.07
51470,0.11
54152,0.22
50886,0.14
50232,0.08
50613,0.12
51256,0.15
52597,0.69
50873,0.59
53816,0.88
53148,0.29
53194,0.14
54014,0.82
51845,0.0
51867,0.12
52976,0.3
50880,0.06
52084,0.18
53252,0.06
51609,0.05
50647,0.89
54264,0.65
51822,0.28
53240,0.2
53312,0.18
52636,0.43
50036,0.1
52323,0.75
51762,0.28
52827,0.29
52920,0.39
52578,0.14
50201,0.14
53292,0.24
50030,0.13
51590,0.53
51560,0.16
50822,0.09
50937,0.88
50903,0.12
51459,0.81
51475,0.72
52087,0.64
51612,0.08
53371,0.26
51564,0.07
53965,0.08
52187,0.77
51599,0.76
52736,0.08
51839,0.63
53330,0.51
51388,0.18
53041,0.41
51240,0.19
52023,0.56
51850,0.55
52198,0.77
53715,0.16
53376,0.68
51324,0.63
53050,0.38
52948,0.11
53011,0.32
53027,0.09
52798,0.07
52600,0.88
50627,0.44
50530,0.32
53869,0.49
52985,0.23
50373,0.21
50844,0.73
52030,0.56
54203,0.07
50226,0.08
50193,0.57
53302,0.63
51011,0.16
53497,0.18
51834,0.06
51517,0.81
51248,0.38
53980,0.92
54175,0.39
51690,0.22
53364,0.24
51028,0.5
51237,0.14
52567,0.18
52817,0.05
54021,0.1
53083,0.12
51549,0.19
50914,0.27
52758,0.77
50184,0.57
50727,0.73
53217,0.85
51108,0.13
51001,0.0
53238,0.18
53685,0.27
50229,0.15
50166,0.22
50689,0.12
51271,0.08
51976,0.05
51780,0.92
53961,0.17
51110,0.22
51782,0.23
52403,0.21
51838,0.08
53110,0.11
52835,0.1
52963,0.26
51383,0.09
52433,0.08
53275,0.21
51545,0.15
52517,0.3
54224,0.08
51361,0.25
51562,0.21
51581,0.2
50188,0.08
50403,0.64
53800,0.14
52725,0.73
51160,0.12
51503,0.28
52562,0.64
51746,0.62
52497,0.52
50152,0.73
50815,0.11
52171,0.37
52081,0.08
50892,0.31
53757,0.4
51093,0.19
52384,0.44
52809,0.09
53055,0.7
50734,0.07
52657,0.2
52737,0.5
50926,0.17
51948,0.69
50842,0.07
50366,0.12
51532,0.16
52717,0.23
52269,0.66
50070,0.22
53616,0.24
53094,0.18
52025,0.28
51032,0.25
54161,0.71
53046,0.86
51882,0.12
50819,0.19
52321,0.51
50208,0.26
52484,0.5
50396,0.45
51902,0.05
50720,0.59
51512,0.45
51711,0.18
54112,0.06
52611,0.13
51374,0.16
51090,0.98
53012,0.09
50706,0.18
53423,0.35
54011,0.26
53874,0.1
53218,0.15
51534,0.78
51610,0.72
52819,0.21
52915,0.08
52442,0.12
50058,0.2
50287,0.03
50825,0.37
50221,0.12
52008,0.41
53650,0.01
52489,0.44
53372,0.84
52143,0.31
51715,0.04
52750,0.07
51885,0.08
53024,0.18
53189,0.57
53960,0.11
54213,0.17
52041,0.19
50355,0.64
54284,0.04
51228,0.23
51656,0.09
53968,0.37
53632,0.19
52703,0.48
51622,0.13
52677,0.11
51739,0.48
51134,0.22
52448,0.51
52273,0.32
52990,0.2
52502,0.17
50612,0.13
51587,0.4
53035,0.06
53073,0.4
51557,0.13
54065,0.9
53840,0.23
50490,0.12
51382,0.46
50667,0.27
52551,0.36
50066,0.29
51509,0.41
53459,0.1
50391,0.24
53469,0.17
51727,0.55
51363,0.33
53434,0.6
51852,0.07
50295,0.12
51535,0.16
53583,0.16
52958,0.08
51639,0.01
51500,0.58
53122,0.88
54083,0.14
50168,0.09
50616,0.31
53623,0.84
54165,0.28
50304,0.53
53768,0.45
53765,0.14
51944,0.24
50029,0.17
53483,0.52
53113,0.53
53004,0.2
51688,0.19
52831,0.05
54037,0.19
53426,0.07
50542,0.1
50203,0.03
53338,0.23
50671,0.45
52926,0.1
53025,0.92
52777,0.28
51757,0.2
52734,0.1
51689,0.07
